,track_name,track_artist
1402,The Start,Eviltwin and the Leftbehinds
1403,Diamond,Eviltwin and the Leftbehinds
1404,Having a Blast,Eviltwin and the Leftbehinds
1405,Deep Ending,Eviltwin and the Leftbehinds
1406,Captured,Eviltwin and the Leftbehinds
1407,"Military Men, Pt. 2",Rocher
1408,December,Rocher
1409,Leave Your Girlfriend for Me,Rocher
1410,Heart Might Break,Rocher
1411,Used Me,Rocher
1412,The Player,Rocher
1413,Fuck You,Rocher
1414,Art of Letting Go,Rocher
1415,Done Loving You,Rocher
1416,If I Was Straight,Rocher
1417,What I Don't Need,Rocher
1418,"Me, Myself and I",Rocher
1419,Got It,Rocher
1420,Them Gays Be Like,Rocher
1421,Can't Fix My Broken Heart,Rocher
1422,My King,Rocher
1423,The Knight vs the King,Rocher
1424,Generosity's My Enemy,Rocher
1425,I'm Still Me,Rocher
1426,Stay over there,Top oppz
1427,Steppin,Top oppz
1428,Demon time,Top oppz
1429,Pop out,Top oppz
1430,Air it outK,Top oppz
1431,Box em out,Top oppz
1432,Top oppz,Top oppz
1433,Freak Flag,Optimist Prime
1434,One For the Homies,Optimist Prime
1435,"Alright, My Darling",Optimist Prime
1436,Donna's Shadow,Optimist Prime
1437,Skylark,Optimist Prime
1438,Piece of Me,Optimist Prime
1439,Protesting the Protest,Optimist Prime
1440,Digital Dream Girl,Optimist Prime
1441,Belly of the Beast,Optimist Prime
1442,Repeat After Me,Optimist Prime
1443,A Place of Love In Her Heart,Optimist Prime
1444,"Peppermint River, Pt. 1",Optimist Prime
1445,"Peppermint River, Pt. 2",Optimist Prime
1446,"Peppermint River, Pt. 3",Optimist Prime
1447,"Peppermint River, Pt. 4",Optimist Prime
1448,Comfortable,JAYTREMENDOUS
1449,Let's Go Brandon!,MrRead
1450,Fresh Air,Lofi Swole Beats
1451,Retreat,Lofi Swole Beats
1452,Meditation,Lofi Swole Beats
1453,So Chill,Lofi Swole Beats
1454,Unwind,Lofi Swole Beats
1455,Feelings,Lofi Swole Beats
1456,Lay Back,Lofi Swole Beats
1457,Zoned Out,Lofi Swole Beats
1458,Flow,Lofi Swole Beats
1459,Stare,Lofi Swole Beats
1460,Thinking,Lofi Swole Beats
1461,Waves,Lofi Swole Beats
1462,Kick Back,Lofi Swole Beats
1463,Peaceful,Lofi Swole Beats
1464,Dream,Lofi Swole Beats
1465,Sleepy,Lofi Swole Beats
1466,Focus,Lofi Swole Beats
1467,Restore,Lofi Swole Beats
1468,Too Chill,Lofi Swole Beats
1469,River,Lofi Swole Beats
1470,Wondering,Tiny Towns
1471,Take Me Under,Tiny Towns
1472,Better Than This,Tiny Towns
1473,XIII,Tiny Towns
1474,Head,Tiny Towns
1475,No Te Pido Nada,Flaco el Jandro
1476,Tempo,Shinyen
1477,Black Frost,Harvey Mason
1478,Montara,Harvey Mason
1479,If I Ever Lose This Heaven,Harvey Mason
1480,Looking Back,Harvey Mason
1481,Before The Dawn,Harvey Mason
1482,Studio Life (Hold It One Second),Harvey Mason
1483,Places And Spaces,Harvey Mason
1484,Either Way,Harvey Mason
1485,Mase’s Theme,Harvey Mason
1486,Chameleon,Harvey Mason
1487,Looking Forward (Breaking Bad) [Bonus Track],Harvey Mason
1488,Huapangos De Ruben Fuentes,Mariachi Vargas De Tecalitlán
1489,Maria Linda,Mariachi Vargas De Tecalitlán
1490,Amor... Y Mas Amor,Mariachi Vargas De Tecalitlán
1491,Sones De Jalisco,Mariachi Vargas De Tecalitlán
1492,Jose Alfredo Jimenez,Mariachi Vargas De Tecalitlán
1493,Violin Huapango,Mariachi Vargas De Tecalitlán
1494,Pepe Guizar,Mariachi Vargas De Tecalitlán
1495,La Bikina,Mariachi Vargas De Tecalitlán
1496,Popster,Space of a Day
1497,Mismo Lugar,J-Eclectic
1498,Lift off,J-Eclectic
1499,Fear to Lose,Coolness
1500,Gateway to the Americas,J-Eclectic
1501,Gravy,Kidricc James
1502,I Remember,YNE Sosa
1503,Mind Gone,YNE Sosa
1504,No Choice,YNE Sosa
1505,Bed Rock,YNE Sosa
1506,Popping In This Bitxh,YNE Sosa
1507,Baltimore The New Chi-raq,YNE Sosa
1508,Keep It Real,YNE Sosa
1509,Nutz Hang,YNE Sosa
1510,Crabs In The Bucket,YNE Sosa
1511,Is You ?,YNE Sosa
1512,Run It Up,YNE Sosa
1513,By the Book,SYL noiZ
1514,Here for You,Hope College Worship
1515,Gloria Sea Dios,Hope College Worship
1516,All the Poor and Powerless,Hope College Worship
1517,Fall Afresh,Hope College Worship
1518,"10,000 Reasons (Bless the Lord)",Hope College Worship
1519,I Can't Stop Praising Him,Hope College Worship
1520,All Thy Fullness,Hope College Worship
1521,In Feast or Fallow,Hope College Worship
1522,Like Incense / Sometimes By Step (Reprise),Hope College Worship
1523,One Thing Remains / Fall Afresh (Medley),Hope College Worship
1524,Doxology,Hope College Worship
1525,Quasi-Star,Cavedoll
1526,Al Green Flow,Kidricc James
1527,Ashes,Five Finger Death Punch
1528,The Way of the Fist,Five Finger Death Punch
1529,Salvation,Five Finger Death Punch
1530,The Bleeding,Five Finger Death Punch
1531,A Place to Die,Five Finger Death Punch
1532,The Devil's Own,Five Finger Death Punch
1533,White Knuckles,Five Finger Death Punch
1534,Can't Heal You,Five Finger Death Punch
1535,Death Before Dishonor,Five Finger Death Punch
1536,Meet the Monster,Five Finger Death Punch
1537,Never Enough,Five Finger Death Punch
1538,Stranger Than Fiction,Five Finger Death Punch
1539,The Bleeding (Acoustic),Five Finger Death Punch
1540,Go Away,ColdWater
1541,PHD,ColdWater
1542,Hey Pretty Lady,ColdWater
1543,Dead Skin,ColdWater
1544,I Thought I Lost This,ColdWater
1545,Suicide Blues,ColdWater
1546,13,ColdWater
1547,GRASSHOPPER,ColdWater
1548,Seduction,Willow
1549,Por Tu Culpa,Jhon Ffire
1550,Deseos,Dj Samuell King
1551,Gravity,LaShaun Love
1552,I Caught Your Act,Hues Corporation
1553,Ra migo santiago,Orgullo Guerrerense
1554,Vuelve,Jhon Ffire
1555,山頂一隻猴,徐翊寧
1556,斑馬,竹星合唱團
1557,灌肚猴,竹星合唱團
1558,小學生,陳韋同
1559,一隻牛仔真古錐,竹星合唱團
1560,心願,陳韋同
1561,五工工,竹星合唱團
1562,唱歌,竹星合唱團
1563,百家春,竹星合唱團
1564,春天到,竹星合唱團
1565,四時春,竹星合唱團
1566,新娘新娘水噹噹,竹星合唱團
1567,爸爸開車,徐翊寧
1568,愛我的土地,竹星合唱團
1569,客家謎歌,徐翊寧
1570,我們都是一家人,竹星合唱團
1571,Run Boy Run,Danny Shipley
1572,Cut Right,Mac Black
1573,Members,Lil 30
1574,Dangerous (feat. Sam Martin) - Extended,David Guetta
1575,The Oath,Tay G
1576,Land of Fools - Instrumental,J-Eclectic
1577,Introduction,The Paris Sights
1578,Redefined the Art,The Paris Sights
1579,Meticulous Attention,The Paris Sights
1580,Clients at Home,The Paris Sights
1581,"Housework, Sex, And Family Life",The Paris Sights
1582,Gestural and Directional Precision,The Paris Sights
1583,Marmoreal Sensuality,The Paris Sights
1584,Whom She Doesn't Love,The Paris Sights
1585,A Quietly Overwhelming Vision,The Paris Sights
1586,Mythology Unites,The Paris Sights
1587,The Archtype,The Paris Sights
1588,Achievements,The Paris Sights
1589,Artists' Neuroses,The Paris Sights
1590,Dual Portrait,The Paris Sights
1591,Sense of Exile,The Paris Sights
1592,Her Own Absense,The Paris Sights
1593,Ecstatic Beauty,The Paris Sights
1594,A Lover in Vain,The Paris Sights
1595,We Up 1,M.D.O.
1596,Sleep On Me,M.D.O.
1597,I Can See It,M.D.O.
1598,Around Me,M.D.O.
1599,Checking Voice Mail (Skit),M.D.O.
1600,Mo Money Mo Problems,M.D.O.
1601,Talk My Shit,M.D.O.
1602,Vegas Lights,M.D.O.
1603,Drunk Nites,M.D.O.
1604,Have A Good Day,M.D.O.
1605,Deep End,M.D.O.
1606,My Emotions,Billionaire Dollaz
1607,How I Feel,Billionaire Dollaz
1608,Go For That,Billionaire Dollaz
1609,Outside,Billionaire Dollaz
1610,Vince Carter,Billionaire Dollaz
1611,A Cuban's Dream,J-Eclectic
1612,Land of Fools,J-Eclectic
1613,Liberty Valance,James Reeder
1614,It's About Time,James Reeder
1615,Show Me,James Reeder
1616,Kiss My Loneliness Away,James Reeder
1617,Today,James Reeder
1618,Caribbean Girl,James Reeder
1619,'81,James Reeder
1620,One Little Star,James Reeder
1621,You're the Only One,James Reeder
1622,New Kinda Song,James Reeder
1623,Twenty-Three,James Reeder
1624,Will You Still Love Me?,James Reeder
1625,Prooo,Apolooo Dj
1626,96 - ReMastered 2021,Dopeboy Ra
1627,Candylady Grandbaby Interlude - ReMastered 2021,Dopeboy Ra
1628,Checks & Stripes - ReMastered 2021,Dopeboy Ra
1629,First 48 - ReMastered 2021,Dopeboy Ra
1630,Gamblin' House - ReMastered 2021,Dopeboy Ra
1631,Half A Brick - ReMastered 2021,Dopeboy Ra
1632,Heavy Rotation - ReMastered 2021,Dopeboy Ra
1633,Jetski's - ReMastered 2021,Dopeboy Ra
1634,Off White - ReMastered 2021,Dopeboy Ra
1635,Trap Lives Matter - ReMastered 2021,Dopeboy Ra
1636,Misterio,Dj Axel AA4
1637,Glitches of the Past (Hwy 1),J-Eclectic
1638,Chucky No Melody,Chuckyy_103
1639,Hear me öut,Whapö
1640,F e e l,Whapö
1641,Runaway,Whapö
1642,Döwn,Whapö
1643,Dön't leave,Whapö
1644,Wait4MeHere,Whapö
1645,WashAwayThePain,Whapö
1646,Nöt gööd with luv,Whapö
1647,Dash,Whapö
1648,"Shööt me, End me",Whapö
1649,Bad Habit,Ayce
1650,Love Is On Fire,Citycentral Studio
1651,White Raven,MadMisaki
1652,Cult of Paradise,Alluvial Fans
1653,Blowout / Future Games,Alluvial Fans
1654,Droves,Alluvial Fans
1655,Say It's So,Alluvial Fans
1656,Choices,Alluvial Fans
1657,Catharsis Now!,Alluvial Fans
1658,Falafel,Alluvial Fans
1659,Test the Waters,Alluvial Fans
1660,Unnoticed,Alluvial Fans
1661,Something Happened to You,Alluvial Fans
1662,Whole Lotta,10ktherapper
1663,Slow Fall,Lofi Swole Beats
1664,Snuggle,Lofi Swole Beats
1665,Storm Sleep,Lofi Swole Beats
1666,Doze,Lofi Swole Beats
1667,Floating,Lofi Swole Beats
1668,Breezin,Lofi Swole Beats
1669,Nothing To Do,Lofi Swole Beats
1670,Tranquility,Lofi Swole Beats
1671,Dreaming,Lofi Swole Beats
1672,Smooth,Lofi Swole Beats
1673,Reverse Spiral,Lofi Swole Beats
1674,Therapy Sounds,Lofi Swole Beats
1675,Nap Time,Lofi Swole Beats
1676,Rainy Day,Lofi Swole Beats
1677,Fires Hum,Lofi Swole Beats
1678,Forgetting,Lofi Swole Beats
1679,Sweet Dreams,Lofi Swole Beats
1680,Soothing Pitch,Lofi Swole Beats
1681,Starry Story,Lofi Swole Beats
1682,Soft Breath,Lofi Swole Beats
1683,Intro - Live,Rare Essence
1684,Looks Like She Want It - Live,Rare Essence
1685,"Do It Like This (Fire, Fire) - Live",Rare Essence
1686,Where They At - Live,Rare Essence
1687,You Not Ready - Live,Rare Essence
1688,Hit It from the Back - Live,Rare Essence
1689,Clap If It's Good - Live,Rare Essence
1690,Don't Say No - Live,Rare Essence
1691,All da Time - Live,Rare Essence
1692,Loveable - Live,Rare Essence
1693,What It Do? - Live,Rare Essence
1694,All Yours,Apfos
1695,Trap Anthem,Tse E2 X Tse Vic
1696,Joe Frazier,Tse E2 X Tse Vic
1697,Top 3,Tse E2 X Tse Vic
1698,Thhh,Tse E2 X Tse Vic
1699,Bom Bom,Tse E2 X Tse Vic
1700,John Stevans,Tse E2 X Tse Vic
1701,DRILLTIME,Monewaypeso
1702,Rrevenue,Chilly Chills
1703,Cut Corners,Chilly Chills
1704,Hard to Forgive,Chilly Chills
1705,Woah (New Houdhini),Chilly Chills
1706,Rreally Rround,Chilly Chills
1707,Music to My Ears (Is It New Years),Chilly Chills
1708,Every Time,Chilly Chills
1709,Say No Mo,Chilly Chills
1710,Please,Chilly Chills
1711,Solitary Confinement,Chilly Chills
1712,Eye See,Chilly Chills
1713,Yeah 4 Times,Chilly Chills
1714,Million,Chilly Chills
1715,Blow This,Lul Jody
1716,Sore Dime,Quinn Hayes
1717,Altered,J-Eclectic
1718,I Know,Juicethegod
1719,P3,Juicethegod
1720,Hott $Hitt,Juicethegod
1721,Out the Bricks,Juicethegod
1722,Gummo Remix,Juicethegod
1723,Lost,MK Virgo
1724,Can't You Tell,JG Riff
1725,DARK GEMS,Blake Shepperd
1726,I FXCKING HATE MY LANDLORD!,Blake Shepperd
1727,JEFF BEZOS IS WORSE THAN TED BUNDY,Blake Shepperd
1728,MUST BE LOST!,Blake Shepperd
1729,I FXCKING HATE MY LANDLORD! - Jae Havoc Remix,Blake Shepperd
1730,Ene-izm,Band$
1731,Go Kart,MKE Verified
1732,Fckn,Crush Control
1733,Por Dios,Los Montañosos Flow
1734,Asombrosa Eres,Dj Neneco King
1735,AnyArm,Migo Lee
1736,DC Freestyle Part 3,DJ Madd Od
1737,Floyd Butler Intro / This All I Know / Crawfish (Live),Leon Chavis
1738,Get It Right Now / Cowboy / Rock Your Boat (Live),Leon Chavis
1739,Share My Life (Live),Leon Chavis
1740,Suzy Q / Pour Me up (Live),Leon Chavis
1741,Can We Talk (Live),Leon Chavis
1742,Ride on It (Live),Leon Chavis
1743,Unbreakable (Live),Leon Chavis
1744,The Champ Is Here / It Wasn't Me (Live),Leon Chavis
1745,Boozoo Theme / They Sleeping on Me / Trailride Crush (Live),Leon Chavis
1746,Holla at Me (Live),Leon Chavis
1747,Zydeco Girl / Where My Old Lady at (Live),Leon Chavis
1748,Over (2022 Spring Band),Jackson State Sonic Boom of the South
1749,Super Gremlin (2022 Spring Band),Jackson State Sonic Boom of the South
1750,Bang it out Instrumental,zrfamelystudio
1751,Mundo Azul,Miammar Mixi
1752,Represent Da West,Duna A.K.A. Baby Mac Dre
1753,Crack Baby (feat. J-Diggs),Duna A.K.A. Baby Mac Dre
1754,Bitch (feat. Dubee),Duna A.K.A. Baby Mac Dre
1755,Cutthroat Soup (feat. Keak Da Sneak & B-Legit),Duna A.K.A. Baby Mac Dre
1756,Thizz NW (feat. Pete Rose & Bay B-Real),Duna A.K.A. Baby Mac Dre
1757,Mac Sinatra in Vegas (feat. Mac Dre),Duna A.K.A. Baby Mac Dre
1758,Arrrf?!!!,Duna A.K.A. Baby Mac Dre
1759,Thizzlamic Swang,Duna A.K.A. Baby Mac Dre
1760,Da Cross Over,Duna A.K.A. Baby Mac Dre
1761,"Me N' My Niggaz (feat. B-Legit, Zelly Rock & Ms. Sweetz)",Duna A.K.A. Baby Mac Dre
1762,Suckas Can't Tough It,Duna A.K.A. Baby Mac Dre
1763,I'm Screwed,Duna A.K.A. Baby Mac Dre
1764,Duna,Duna A.K.A. Baby Mac Dre
1765,Represent Da West - Radio Version,Duna A.K.A. Baby Mac Dre
1766,Overtown,J-Eclectic
1767,On These Streets (feat. Jobi Locs & Young Swoop),Yantz
1768,Understand Me (feat. Auggie),Yantz
1769,We Run Dat,Yantz
1770,Our Counties (feat. Yonko G),Yantz
1771,Where I'm From (feat. Villain Brothers),Yantz
1772,Don't Fuck With You (feat. Troublez & Lonely Boy),Yantz
1773,From The Gutta (feat. Rico 2 Smoove & Sneaks),Yantz
1774,Connected (feat. Loc),Yantz
1775,Bout Dat (feat. Joedy Joe & Looney Loc),Yantz
1776,With My Day 1's (feat. Chubbz),Yantz
1777,Turn Shit Up (feat. Rulie & Tito Locs),Yantz
1778,Changes,G. Wayne Thomas
1779,Into the Blue,G. Wayne Thomas
1780,Junkyard I & II,G. Wayne Thomas
1781,Red Sun Sea,G. Wayne Thomas
1782,Slipping Away,G. Wayne Thomas
1783,Changes II,G. Wayne Thomas
1784,(That Could Be the Reason) Clouds Cry,G. Wayne Thomas
1785,Gypsy Shoes,G. Wayne Thomas
1786,Hollywood,G. Wayne Thomas
1787,Space and Time,G. Wayne Thomas
1788,Morning Light,G. Wayne Thomas
1789,Keyshia Cole,BBG CERTI
1790,messy,Sam Salisbury
1791,L,Carrington Shropshire
1792,Responsible Run,Gordon Wilcox
1793,Dark Emotions,Warbag
1794,On The Way,Promise the Gahd
1795,Bandz Took - Remix,YoungAge
1796,Betrayed,MyCrazyRO
1797,Rightful History,Rowan Herrera
1798,Dedication (Intro),Yom
1799,Change,Yom
1800,Interlude 1,Yom
1801,I Pray,Yom
1802,Elevate,Yom
1803,I'm Up,Yom
1804,No More Crooked Lines,Yom
1805,Interlude 2,Yom
1806,Better Me,Yom
1807,Blessings,Yom
1808,As I Walk,Yom
1809,Keep the Faith,Yom
1810,Interlude 3,Yom
1811,Growth,Yom
1812,Oh Yah,Yom
1813,Redemption,Yom
1814,Last Days,Yom
1815,Interlude 4,Yom
1816,Where I Stand (Outro),Yom
1817,Live My LIfe,B3NTLY
1818,The Good the Bad,GVO
1819,Love Somebody,GVO
1820,Frontin',GVO
1821,Pour It Up,GVO
1822,The Feeling,GVO
1823,Always on Time,GVO
1824,FirstMilly,GVO
1825,Crazzzy,GVO
1826,Get to Know Ya,GVO
1827,By My Side,GVO
1828,Workin' That Body,GVO
1829,"Bad Bitch, Pt. 2",GVO
1830,Clap with Hands,Yunuen Kayleeann
1831,Plaques 2 Racks,V12
1832,Down Vermillion,Sons of Vengeance
1833,Seethrough,Sons of Vengeance
1834,Two Words to Hurt,Sons of Vengeance
1835,Outbreak,Sons of Vengeance
1836,Join the Crash,Sons of Vengeance
1837,Locked Inside,Sons of Vengeance
1838,Poser,Sons of Vengeance
1839,Forbidden,Sons of Vengeance
1840,Tattered Revolver,Sons of Vengeance
1841,I'll Come Alive,Berry C. Alcorn
1842,This Ain't Love,Berry C. Alcorn
1843,We All Get Fooled,Berry C. Alcorn
1844,Fine Lady,Berry C. Alcorn
1845,Love Monkey,Berry C. Alcorn
1846,Reggae Woman,Berry C. Alcorn
1847,Don't Spare the Water,Berry C. Alcorn
1848,Wonder Brigade,Berry C. Alcorn
1849,Mi Fuego,Berry C. Alcorn
1850,My Sweet Love,Berry C. Alcorn
1851,2nite,Kill BAM
1852,POW,LILUZI
1853,One Day,G Les Anxious
1854,2 Bad,Jaylaflame
1855,Grandmaster,Addison Mueller
1856,What Would She Know,Asher cataldo
1857,Free Rondo,Nawfside Deuce
1858,thebreakdown CMGTy,Nawfside Deuce
1859,Burried ta me,Nawfside Deuce
1860,ski mask,Nawfside Deuce
1861,Please Deuce,Nawfside Deuce
1862,6iGGest GoriL7a,Nawfside Deuce
1863,SSSSSSSSSSS,Nawfside Deuce
1864,Fukk Dese niggasx2,Nawfside Deuce
1865,Money,Nawfside Deuce
1866,Nawfside,Nawfside Deuce
1867,4rc,Nawfside Deuce
1868,From Da Nawf (ZMIX),Nawfside Deuce
1869,6DoubleGDeuce,Nawfside Deuce
1870,soldierXdojo,Nawfside Deuce
1871,NoHookMF,Nawfside Deuce
1872,broke,Nawfside Deuce
1873,apXdeuce,Nawfside Deuce
1874,GDeuce,Nawfside Deuce
1875,NoHook3,Nawfside Deuce
1876,50kX.22,Nawfside Deuce
1877,FDN4,Nawfside Deuce
1878,Mi Ultimo Aliento,Jor Posada
1879,Mi Corazon y Tus Mentiras,Jor Posada
1880,Las Ganas,Jor Posada
1881,La Vida Me da Sorpresas,Jor Posada
1882,Ansias de Amor,Jor Posada
1883,Me Equivoque Contigo,Jor Posada
1884,Algo Esta Pasando ( Sin Mi ),Jor Posada
1885,Ya Estufas,Jor Posada
1886,Como el Sol,Jor Posada
1887,Recuerdos,Jor Posada
1888,How I Feel,LUCKY3RD
1889,By My Side,Ear Ringers
1890,A Million Miles From Home,Ear Ringers
1891,Intro,Swishahouse
1892,# One Mix,Swishahouse
1893,# One,Swishahouse
1894,Body Rock,Swishahouse
1895,Country Star,Swishahouse
1896,Raised Me,Swishahouse
1897,Ghetto Platinum,Swishahouse
1898,Freestyle,Swishahouse
1899,U Know Me,Swishahouse
1900,Problemz,Swishahouse
1901,Renegade,Swishahouse
1902,No More Pain,Swishahouse
1903,Freestyle,Swishahouse
1904,Just Can't,Swishahouse
1905,Roll Out,Swishahouse
1906,Raise Up,Swishahouse
1907,Beep Freak,Swishahouse
1908,Freestyle,Swishahouse
1909,Freestyle,Swishahouse
1910,Hide,BlueStar
1911,Better Days,Alexus Hill
1912,Asunder,Beneath
1913,Visage,Beneath
1914,"The Departure (Speak, Pt. I)",Beneath
1915,Poultice,Beneath
1916,Worst Eastern,Beneath
1917,The Shining Youth,Beneath
1918,"Welcome Home (Speak, Pt. II)",Beneath
1919,There Was Oposition on W. Montgomery - Screwed & Chopped,Pollie Pop
1920,Grapples on Veterans Memorial - Screwed & Chopped,Pollie Pop
1921,Brawlin on Nalden - Screwed & Chopped,Pollie Pop
1922,Showdown on Kirkwood - Screwed & Chopped,Pollie Pop
1923,Disdain on Bow Lane - Screwed & Chopped,Pollie Pop
1924,Joust Match on Ella - Screwed & Chopped,Pollie Pop
1925,Match Ups on N. Houston Roselyn - Screwed & Chopped,Pollie Pop
1926,Who's the Best on Wilcrest - Screwed & Chopped,Pollie Pop
1927,Beat up That Dork on W. Little York - Screwed & Chopped,Pollie Pop
1928,Striving for Days on Hayes - Screwed & Chopped,Pollie Pop
1929,Push - Kebab & Cream Club Mix,Eric Redd
1930,Push - Big Chief C Club Mix,Eric Redd
1931,Push - Robert Eibach Anthem Mix,Eric Redd
1932,Push - Robert Eibach Anthem Dub Mix,Eric Redd
1933,Mr T Flow,Junipgene
1934,"Can't Let Up, Pt. 2",Cozi the Artist
1935,Beachbilly,Kyle Coulahan
1936,Leave Me Behind,Faith in Failure
1937,The Second Part,Faith in Failure
1938,Crossfire,Black Cats
1939,Childhood,Lil E
1940,Problem (feat. Murph G),Lil E
1941,Hate,Lil E
1942,Solid (feat. D Bo & Kevin Gates),Lil E
1943,I Deserve Ya,Lil E
1944,Runnin' Out,Lil E
1945,Fuckin' Dat (feat. D Bo),Lil E
1946,Businessman,Lil E
1947,Young Wild and Reckless,Lil E
1948,Be About Ya Paypa (feat. Ray Vicks & Nut),Lil E
1949,All Alone,Lil E
1950,Lifestyle,Lil E
1951,Street Life (feat. Kevin Gates),Lil E
1952,Thugged Out (feat. Ralph),Lil E
1953,Put Ya Face on It,Lil E
1954,Joy,Lil E
1955,I Ain't Doin' Des 4 Nun (feat. Joka Slaughtaboi),Lil E
1956,Don't Care,Lil E
1957,Crash (feat. Nut),Lil E
1958,"I’m Good, Pt. 2",Peezy
1959,Summer Sky,Julie Neway
1960,Demon Flow,Snugsworth
1961,Old Fashion Or Ego Trip ?,WeSSmont SSkeme
1962,Jagged Wire,Dillon Roach
1963,Glitch God,36JUNKIE
1964,Coming Through (feat. Pewee),Homeboy Lopez
1965,Work (feat. Lil Cas),Homeboy Lopez
1966,I Just Wanna Smoke (feat. Pewee),Homeboy Lopez
1967,As I Get High (feat. Pewee),Homeboy Lopez
1968,World Wide Hustler (feat. Pewee),Homeboy Lopez
1969,If You Still Down,Homeboy Lopez
1970,Im High,Homeboy Lopez
1971,Point Blank (feat. Pewee),Homeboy Lopez
1972,Linwood Park 2,Homeboy Lopez
1973,Movement,Homeboy Lopez
1974,Smokin on That,Homeboy Lopez
1975,Coming Through Screwed (feat. Pewee),Homeboy Lopez
1976,Work Screwed (feat. Lil Cas),Homeboy Lopez
1977,Point Blank Screwed (feat. Pewee),Homeboy Lopez
1978,Naturistic Human,Plank Mike
1979,WiLD THiNGS,SENGNAW
1980,This World Is Crazy,Lonely Drifter Karen
1981,The Angels Sigh,Lonely Drifter Karen
1982,Passengers Of The Night,Lonely Drifter Karen
1983,The Owl Moans Low,Lonely Drifter Karen
1984,Climb,Lonely Drifter Karen
1985,Casablanca,Lonely Drifter Karen
1986,Professor Dragon,Lonely Drifter Karen
1987,Salvation,Lonely Drifter Karen
1988,Carousel Horses,Lonely Drifter Karen
1989,True Desire,Lonely Drifter Karen
1990,Giselle,Lonely Drifter Karen
1991,No True Woman,Lonely Drifter Karen
1992,La Hierba Canta,Lonely Drifter Karen
1993,Eclectic Tapes,Yota Dora
1994,Suspect,90Rackss
1995,Bella d'estate,Dj Giulio Tartaruga
1996,Ña lo'o maria,Botella musical
1997,Holy Ambition,Mercury Witch
1998,And I Will Ride a Chariot of Light,Mercury Witch
1999,First Crusade,Mercury Witch
2000,Siege of Roses,Mercury Witch
2001,On Letting Go,Mercury Witch
2002,Y'all Ni**az - Slowed,Z-Ro
2003,In My Life - Slowed,Z-Ro
2004,No Bullsh*t - Slowed (feat. Lil’ Head),Z-Ro
2005,Shelter From Tha Storm - Slowed,Z-Ro
2006,Who Could It Be - Slowed (feat. Trae & Dougie D of Guerilla Maab),Z-Ro
2007,Do Whatever - Slowed,Z-Ro
2008,I'm A Gangsta - Slowed (feat. Daz),Z-Ro
2009,I Know You Just A Ho - Slowed (feat. Daz),Z-Ro
2010,Stranger In The Mist - Slowed (feat. Klondike Kat),Z-Ro
2011,Saw'd Off - Slowed,Z-Ro
2012,Lately - Slowed,Z-Ro
2013,"Bang, Bang - Slowed",Z-Ro
2014,I'm A Hustler - Slowed (feat. Daz),Z-Ro
2015,Si Señor,Control Machete
2016,¿Comprendes Mendes?,Control Machete
2017,Manto Estelar,Mœnia
2018,Estabas Ahí,Mœnia
2019,Desiertos,La Ley
2020,Prisioneros De La Piel,La Ley
2021,Robot,Maná
2022,Mentirosa,Maná
2023,La Calle De Las Sirenas,Kabah
2024,"Esperanto (Na, Na, Na)",Kabah
2025,Guitarras Blancas,Los Enanitos Verdes
2026,La Muralla Verde,Los Enanitos Verdes
2027,Si Senor - The IBZ Remix (Bonus Track),Control Machete
2028,The Heartbreak Kid (Intro),Lil Derik
2029,"Thinking, Drinking, Dreaming",Lil Derik
2030,Backup Plan,Lil Derik
2031,Timez 10,Bsgreck
2032,All Cap,Bsgreck
2033,Tweakin,Bsgreck
2034,Inna Stu,Bsgreck
2035,Come On,Bsgreck
2036,No Trust,Bsgreck
2037,2 Options,Bsgreck
2038,Law & Order Freestyle,Bsgreck
2039,No Time Pt. 2,Bsgreck
2040,BulletProof,Bsgreck
2041,Not On Shit,Bsgreck
2042,Stop Da Car,Bsgreck
2043,DND,Bsgreck
2044,Commercials,Blues Company
2045,Invitation To The Blues,Blues Company
2046,Over The City,Blues Company
2047,Shake It Don't Break It,Blues Company
2048,747,Blues Company
2049,Same Old Feeling,Blues Company
2050,Christmas Eve In Germany,Blues Company
2051,The River,Blues Company
2052,Kids,Blues Company
2053,Keepin' The Blues Alive,Blues Company
2054,Blues Is A Feeling,Blues Company
2055,My Guitar And Me,Blues Company
2056,Run Your Finger Through My Hair,Blues Company
2057,MANIFESTING MY REALITY,Karmaa
2058,Sing Pain,Wesley Michael Hayes
2059,Saint,Mike Myz
2060,In My Dreams,ALLiMiin
2061,Fuck Shit,NOHEZZO
2062,Shark bait,Nh-Dmoney
2063,Struggles,Mo Bandz
2064,Menace,Mo Bandz
2065,Chase the Bag,Mo Bandz
2066,Outside,Mo Bandz
2067,Paper Chasing,Mo Bandz
2068,Reckless,Mo Bandz
2069,Nigga What,Mo Bandz
2070,Flexin',Mo Bandz
2071,Straight,Mo Bandz
2072,Fresh,Mo Bandz
2073,Sittin On A Chair,Rich Hardesty
2074,Peaceful Mind,Rich Hardesty
2075,Sunday Morning,Rich Hardesty
2076,The Dooby Song - Old School,Rich Hardesty
2077,Walking Down The Beach,Rich Hardesty
2078,Never Wanna F'n See You Again - Old School,Rich Hardesty
2079,You Turn Me On,Rich Hardesty
2080,I'll Do It For You,Rich Hardesty
2081,Intro,Jaydakay
2082,No Booth,Jaydakay
2083,Misfit,Jaydakay
2084,Gruesome Hit,Jaydakay
